,Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,State,Region,6(1) / (2),Industry,Segment,state_code,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket
327,Muthoot Microfin Limited,INE046W01019,Main Board,IPO,Private,33007054,26134205,6872849.0,2023-12-18,2023-12-20,12.15,10.0,281.0,291.0,960.0,2023-12-26,9793812,6529209.0,16323021,4896907,11426116,0,0.0,361010.0,0.0,0.0,0,361010,32646044,maharashtra,Western,6(1),Microfinance Institutions,Main Board,mah,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore
328,Esconet Technologies Limited,INE0RQZ01017,SME,IPO,Private,3360000,3360000,0.0,2024-02-16,2024-02-20,471.2,10.0,74.0,84.0,28.224,2024-02-23,953600,636800.0,1590400,478400,1115200,176000,0.0,0.0,0.0,0.0,0,176000,3184000,delhi,Northern,,Computers Hardware & Equipments,SME,del,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore
329,Essen Speciality Films Limited,INE0ITO01014,SME,IPO,Private,6199200,4699200,1500000.0,2023-06-23,2023-06-27,65.43,10.0,97.0,107.0,66.33,2023-07-06,1765200,1177200.0,2942400,884400,2061600,310800,0.0,0.0,0.0,0.0,0,310800,5888400,gujarat,Western,,Plastic Products - Consumer,SME,guj,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore
330,Sahara Maritime Limited,BSE,SME,IPO,Private,849600,849600,0.0,2023-12-18,2023-12-20,40.47,10.0,71.0,81.0,6.88,2023-12-26,0,0.0,0,163200,643200,43200,0.0,0.0,0.0,0.0,0,43200,806400,maharashtra,Western,,Other Textile Products,SME,mah,Maharashtra,Western,BSE ,BSE,≥ 5crore - < 10crore
331,Suraj Estate Developers Limited,INE843S01025,Main Board,IPO,Private,11111111,11111111,0.0,2023-12-18,2023-12-20,18.5,5.0,355.0,360.0,400.0,2023-12-26,3333333,2222222.0,5555555,3888889,1666667,0,0.0,0.0,0.0,0.0,0,0,11111111,maharashtra,Western,6(1),"Residential, Commercial Projects",Main Board,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore
332,Benchmark Computer Solutions Limited,BSE,SME,IPO,Private,1854000,1854000,0.0,2023-12-14,2023-12-18,230.1499,10.0,56.0,66.0,12.23,2023-12-21,0,0.0,0,694000,1064000,96000,0.0,0.0,0.0,0.0,0,96000,1758000,maharashtra,Western,,IT Enabled Services,SME,mah,Maharashtra,Western,BSE ,BSE ,≥ 10crore - < 50crore
333,INOX India Limited,INE616N01034,Main Board,IPO,Private,22110955,0,22110955.0,2023-12-14,2023-12-18,61.3349,2.0,658.0,660.0,1459.32,2023-12-21,6633285,4422191.0,11055476,3316644,7738835,0,0.0,0.0,0.0,0.0,0,0,22110955,gujarat,Western,6(1),Other Industrial Products,Main Board,guj,Gujarat,Western,NSE/BSE,BSE                 ,≥ 500crore
334,Fonebox Retail Limited,INE0Q4701019,SME,IPO,Private,2910000,2910000,0.0,2024-01-24,2024-01-29,613.4923,10.0,60.0,70.0,20.37,2024-02-02,826000,552000.0,1378000,416000,970000,146000,0.0,0.0,0.0,0.0,0,146000,2764000,gujurat,Western,,Speciality Retail,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
335,G G Engineering Limited,BSE,Main Board,Right,Private,498820215,498820215,0.0,2023-07-20,2023-07-31,0.4641,1.0,0.0,1.0,49.88,2023-08-10,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Heavy Electrical Equipment,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
336,Siyaram Recycling Industries Limited,BSE,SME,IPO,Private,4992000,4992000,0.0,2023-12-14,2023-12-18,409.88,10.0,36.0,46.0,22.96,2023-12-21,1422000,948000.0,2370000,711000,1659000,252000,0.0,0.0,0.0,0.0,0,252000,4740000,gujarat,Western,,Other Industrial Products,SME,guj,Gujarat,Western,BSE ,BSE ,≥ 10crore - < 50crore
337,DOMS Industries Limited,INE321T01012,Main Board,IPO,Private,15196510,4437018,10759492.0,2023-12-13,2023-12-15,101.06,10.0,780.0,790.0,1200.0,2023-12-20,6806961,4537974.0,11344935,2268987,1512658,0,0.0,69930.0,0.0,0.0,0,69930,15126580,gujarat,Western,6(2),Stationary,Main Board,guj,Gujarat,Western,NSE/BSE,BSE                 ,≥ 500crore
338,GI Engineering Solutions Limited,INE065J01024,Main Board,Right,Private,49860082,49860082,0.0,2023-04-27,2023-05-09,169.25,10.0,0.0,10.0,49.86,2023-05-25,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Civil Construction,Main Board,mah,Maharashtra,Western,NSE/BSE,BSE,≥ 10crore - < 50crore
339,Global Pet Industries Limited,INE0PS501019,SME,IPO,Private,2700000,2700000,0.0,2023-06-28,2023-07-03,4.08,10.0,39.0,49.0,13.23,2023-07-10,0,0.0,0,1281000,1281000,138000,0.0,0.0,0.0,0.0,0,138000,2562000,maharashtra,Western,,Industrial Products,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
340,GlobalSpace Technologies Limited,BSE,Main Board,Right,Private,22913202,22913202,0.0,2023-11-16,2023-11-23,1.2315,10.0,2.0,12.0,27.49,2023-12-07,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22913202,maharashtra,Western,,Computers - Software & Consulting,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
341,Godha Cabcon & Insulation Limited,INE925Y01036,Main Board,Right,Private,444160000,444160000,0.0,2023-05-25,2023-06-08,1.04,1.0,0.0,1.0,44.416,2023-07-13,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,madhya pradesh,Northern,,Cables - Electricals,Main Board,mad,Madhya Pradesh,Central,NSE,NSE,≥ 10crore - < 50crore
342,Gokul Agro Resources Limited,INE314T01025,Main Board,Right,Private,4471011,4471011,0.0,2023-03-16,2023-03-23,98.03,2.0,90.0,92.0,41.1333012,2023-04-12,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Edible Oil,Main Board,guj,Gujarat,Western,NSE/BSE,BSE,≥ 10crore - < 50crore
343,Goyal Salt Limited,INE0QFE01017,SME,IPO,Private,4902000,4902000,0.0,2023-09-26,2023-10-03,309.05,10.0,28.0,38.0,18.62,2023-10-11,1317000,882000.0,2199000,729000,1638000,246000,0.0,90000.0,0.0,0.0,0,336000,4566000,rajasthan,Northern,,Other Food Products,SME,raj,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore
344,India Shelter Finance Corporation Limited,INE922K01024,Main Board,IPO,Private,24340768,16227180,8113588.0,2023-12-13,2023-12-15,38.6082,5.0,488.0,493.0,1200.0,2023-12-20,7302229,4868154.0,12170383,3651116,8519269,0,0.0,0.0,0.0,0.0,0,0,24340768,haryana,Northern,6(1),Housing Finance Company,Main Board,har,Haryana,Northern,NSE/BSE,NSE                 ,≥ 500crore
345,Graphisads Limited,INE0POU01017,SME,IPO,Private,4812000,4812000,0.0,2023-11-30,2023-12-05,3.6274,10.0,101.0,111.0,53.41,2023-12-13,0,0.0,0,890400,3679200,242400,0.0,0.0,0.0,0.0,0,242400,4569600,delhi,Northern,,Advertising & Media Agencies,SME,del,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore
346,Grasim Industries Limited,INE047A01021,Main Board,Right,Private,22067231,22067231,0.0,2024-01-17,2024-01-29,19.681,2.0,1810.0,1812.0,3998.5822572,2024-02-09,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,madhya pradesh,Northern,,Cement & Cement Products,Main Board,mad,Madhya Pradesh,Central,NSE/BSE,BSE,≥ 500crore
347,Greenchef Appliances Limited,INE0O7P01015,SME,IPO,Private,6163200,6163200,0.0,2023-06-23,2023-06-27,58.49,10.0,77.0,87.0,53.62,2023-07-06,1752000,1171200.0,2923200,878400,2049600,312000,0.0,0.0,0.0,0.0,0,312000,5851200,karnataka,Southern,,Household Appliances,SME,kar,Karnataka,Southern,NSE,NSE,≥ 50 crore - < 100crore
348,Gretex Corporate Services Limited,BSE,Main Board,Right,Private,1279440,1279440,0.0,2023-08-30,2023-09-06,1.2863999999999998,10.0,200.0,210.0,26.86,2023-09-13,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Other Capital Market related Services,SME,mah,Maharashtra,Western,BSE(SME),BSE,≥ 10crore - < 50crore
349,Amic Forging Limited,BSE,SME,IPO,Private,2762000,2762000,0.0,2023-11-29,2023-12-01,294.34,10.0,116.0,126.0,34.8,2023-12-06,786000,524000.0,1310000,394000,919000,139000,0.0,0.0,0.0,0.0,0,139000,2623000,west bengal,Eastern,,Castings & Forgings,SME,wes,West Bengal,Eastern,BSE ,BSE ,≥ 10crore - < 50crore
350,DEEPAK CHEMTEX LIMITED,BSE,SME,IPO,Private,2880000,2880000,0.0,2023-11-29,2023-12-01,420.66,10.0,70.0,80.0,23.04,2023-12-06,817600,547200.0,1364800,411200,956800,147200,0.0,0.0,0.0,0.0,0,147200,2732800,maharashtra,Western,,Specialty Chemicals,SME,mah,Maharashtra,Western,BSE ,BSE ,≥ 10crore - < 50crore
351,Swashthik Plascon Limited,BSE,SME,IPO,Private,4739200,4739200,0.0,2023-11-24,2023-11-29,19.13,10.0,76.0,86.0,40.75,2023-12-05,1348800,900800.0,2249600,675200,1576000,238400,0.0,0.0,0.0,0.0,0,238400,4500800,pondicherry,Southern,,Plastic Products - Industrial,SME,pon,,,BSE ,BSE ,≥ 10crore - < 50crore
352,Hi-Green Carbon Limited,INE0PIC01017,SME,IPO,Private,7040000,5990000,1050000.0,2023-09-21,2023-09-25,172.27,10.0,65.0,75.0,52.8,2023-09-28,1984000,1323200.0,3307200,995200,2316800,420800,0.0,0.0,0.0,0.0,0,420800,6619200,gujarat,Western,,Waste Management,SME,guj,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore
353,Flair Writing Industries Limited,INE00Y201027,Main Board,IPO,Private,19506578,9605263,9901315.0,2023-11-22,2023-11-24,50.49,5.0,299.0,304.0,593.0,2023-12-01,5851972,3901316.0,9753288,2925987,6827303,0,0.0,0.0,0.0,0.0,0,0,19506578,maharashtra,Western,6(1),Stationary,Main Board,mah,Maharashtra,Western,NSE/BSE,NSE                 ,≥ 500crore
354,Holmarc Opto-Mechatronics Limited,INE0LXA01019,SME,IPO,Private,2850000,0,2850000.0,2023-09-15,2023-09-20,94.53,10.0,30.0,40.0,11.4,2023-09-25,0,0.0,0,1353000,1353000,144000,0.0,0.0,0.0,0.0,0,144000,2706000,kerala,Southern,,Other Industrial Products,SME,ker,Kerala,Southern,NSE,NSE,≥ 10crore - < 50crore
355,Fedbank Financial Services Limited,INE007N01010,Main Board,IPO,Private,78042871,42881148,35161723.0,2023-11-22,2023-11-24,2.62,10.0,130.0,140.0,1092.264107,2023-11-30,23191374,15662017.0,38853391,11656018,27197375,0,0.0,336087.0,0.0,0.0,0,336087,77706784,maharashtra,Western,6(1),Non Banking Financial Company (NBFC),Main Board,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore
356,HRH Next Services Limited,INE0R3501012,SME,IPO,Private,2658000,2658000,0.0,2023-12-27,2023-12-29,79.52,10.0,26.0,36.0,9.5688,2024-01-03,0,0.0,0,1260000,1263000,135000,0.0,0.0,0.0,0.0,0,135000,2523000,telangana,Southern,,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),SME,tel,Telangana,Southern,NSE,NSE,≥ 5crore - < 10crore
357,IBL Finance Limited,INE0O7401018,SME,IPO,Private,6550000,6550000,0.0,2024-01-09,2024-01-11,"22.72
",10.0,41.0,51.0,33.41,2024-01-16,0,0.0,0,1830000,4390000,330000,0.0,0.0,0.0,0.0,0,330000,6220000,gujarat,Western,,Non Banking Financial Company (NBFC),SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
358,Gandhar Oil Refinery (India) Limited,INE717W01049,Main Board,IPO,Private,29626732,17869822,11756910.0,2023-11-22,2023-11-24,67.89,2.0,167.0,169.0,500.69,2023-11-30,8888018,10369357.0,19257375,4444010,5925347,0,0.0,0.0,0.0,0.0,0,0,29626732,maharashtra,Western,6(1),Lubricants,Main Board,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore
359,Tata Technologies Limited,INE142M01025,Main Board,IPO,Private,60850278,0,60850278.0,2023-11-22,2023-11-24,71.07,2.0,498.0,500.0,3042.51,2023-11-30,15821071,11084988.0,26906059,8071818,18834244,0,6085027.0,953130.0,0.0,0.0,0,7038157,53812121,maharashtra,Western,6(1),IT Enabled Services,Main Board,mah,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore
360,IND Renewable Energy Ltd,BSE,Main Board,Right,Private,10898496,10898496,0.0,2024-01-18,2024-01-29,11.984,10.0,11.0,21.0,22.8868416,2024-02-15,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Power Generation,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
361,Indian Renewable Energy Development Agency Limited,INE202E01016,Main Board,IPO,Public,671941177,403164706,268776471.0,2023-11-21,2023-11-23,39.55,10.0,22.0,32.0,2150.21,2023-11-29,201019726,134409902.0,335429628,100628889,234800740,0,0.0,1081920.0,0.0,0.0,0,1081920,670859257,delhi,Northern,6(1),Financial Institution,Main Board,del,Delhi,Northern,NSE/BSE,NSE,≥ 500crore
362,INDIABULLS HOUSING FINANCE LIMITED,BSE,Main Board,Right,Private,246226515,246226515,0.0,2024-02-07,2024-02-13,14.98,2.0,148.0,150.0,3693.397725,2024-02-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,,Housing Finance Company,Main Board,del,Delhi,Northern,NSE/BSE,NSE,≥ 500crore
363, Arrowhead Seperation Engineering Limited,BSE,SME,IPO,Private,558000,558000,0.0,2023-11-16,2023-11-20,119.40,10.0,223.0,233.0,13.0,2023-11-28,0,0.0,0,133200,394800,30000,0.0,0.0,0.0,0.0,0,30000,528000,maharashtra,Western,,Industrial Products,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
364,Indifra Limited,INE0PS301014,SME,IPO,Private,2160000,2160000,0.0,2023-12-21,2023-12-26,6.8972,10.0,55.0,65.0,14.04,2023-12-29,0,0.0,0,338000,1714000,108000,0.0,0.0,0.0,0.0,0,108000,2052000,gujarat,Western,,Gas Transmission/Marketing,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
365,Indowind Energy Limited,INE227G01018,Main Board,Right,Private,17593294,17593294,0.0,2023-01-27,2023-02-24,98.03,10.0,2.0,12.0,21.1119528,2023-04-06,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,,Power Generation,Main Board,tam,Tamil Nadu,Southern,NSE/BSE,BSE,≥ 10crore - < 50crore
366,Infinium Pharmachem Limited,INE0MRE01011,SME,IPO,Private,1875000,1875000,0.0,2023-03-31,2023-04-05,1.83,10.0,125.0,135.0,25.3125,2023-04-17,0,0.0,0,825000,915000,94000,0.0,41000.0,0.0,0.0,0,135000,1740000,gujarat,Western,,Pharmaceuticals,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
367,Infollion Research Services Limited,INE0NNZ01013,SME,IPO,Private,2616000,2224000,392000.0,2023-05-29,2023-05-31,257.12,10.0,72.0,82.0,21.451,2023-06-08,724800,483200.0,1208000,404800,870400,132800,0.0,0.0,0.0,0.0,0,132800,2483200,delhi,Northern,,Diversified Commercial Services,SME,del,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore
368,Kalyani Cast-Tech Limited,BSE,SME,IPO,Private,2166000,2166000,0.0,2023-11-08,2023-11-10,182.98,10.0,129.0,139.0,30.1,2023-11-17,540000,361000.0,901000,271000,632000,362000,0.0,0.0,0.0,0.0,0,362000,1804000,delhi,Northern,,Industrial Products,SME,del,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore
369,ASK Automotive Limited,INE491J01022,Main Board,IPO,Private,29571390,0,29571390.0,2023-11-07,2023-11-09,51.96,2.0,280.0,282.0,833.91,2023-11-15,8871416,5914278.0,14785694,4435709,10349987,0,0.0,0.0,0.0,0.0,0,0,29571390,delhi,Northern,6(1),Auto Components & Equipments,Main Board,del,Delhi,Northern,NSE/BSE,NSE,≥ 500crore
370,Protean eGov Technologies Limited,BSE,Main Board,IPO,Public,6191000,0,6191000.0,2023-11-06,2023-11-08,25.24,10.0,782.0,792.0,489.2,2023-11-13,1812300,1258107.0,3070407,921123,2149286,0,0.0,50184.0,0.0,0.0,0,50184,6140816,maharashtra,Western,6(1),IT Enabled Services,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 100 crore - < 500crore
371,ESAF Small Finance Bank Limited,INE818W01011,Main Board,IPO,Private,77356059,65306060,12049999.0,2023-11-03,2023-11-07,79.47,10.0,50.0,60.0,464.14,2023-11-10,22524998,15016667.0,37541665,11262500,26279167,0,0.0,2272727.0,0.0,0.0,0,2272727,75083332,kerala,Southern,6(1),Other Bank,Main Board,ker,Kerala,Southern,NSE/BSE,BSE,≥ 100 crore - < 500crore
372,Inspire Films Limited,INE0NDX01019,SME,IPO,Private,3598000,3598000,0.0,2023-09-25,2023-09-27,102.81,10.0,49.0,59.0,21.22,2023-10-05,1022000,684000.0,1706000,514000,1198000,180000,0.0,0.0,0.0,0.0,0,180000,3418000,maharashtra,Western,,Media & Entertainment,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
373,Interiors & More Limited,INE0OPC01015,SME,IPO,Private,1850400,1850400,0.0,2024-02-15,2024-02-20,14.98,10.0,217.0,227.0,42.00408,2024-02-23,526200,351600.0,877800,264000,615600,93000,0.0,0.0,0.0,0.0,0,93000,1757400,maharashtra,Western,,"Furniture, Home Furnishing",SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
374,Honasa Consumer Limited,INE0J5401028,Main Board,IPO,Private,52515692,11267530,41248162.0,2023-10-31,2023-11-02,7.6172,10.0,314.0,324.0,1701.44,2023-11-07,23617228,15752535.0,39369763,7873951,5249300,0,0.0,22678.0,0.0,0.0,0,22678,52493014,delhi,Northern,6(2),Personal Care,Main Board,del,Delhi,Northern,NSE/BSE,NSE,≥ 500crore
375,Italian Edibles Limited,INE0R7R01018,SME,IPO,Private,3920000,3920000,0.0,2024-02-02,2024-02-07,172.22,10.0,58.0,68.0,26.656,2024-02-12,0,0.0,0,1860000,1860000,200000,0.0,0.0,0.0,0.0,0,200000,3720000,madhya pradesh,Central,,Packaged Foods,SME ,mad,Madhya Pradesh,Central,NSE,NSE,≥ 10crore - < 50crore
376,Mish Designs Limited,BSE,SME,IPO,Private,800000,800000,0.0,2023-10-31,2023-11-02,122.4538,10.0,112.0,122.0,9.76,2023-11-07,0,0.0,0,280000,442000,78000,0.0,0.0,0.0,0.0,0,78000,722000,maharashtra,Western,,Garments & Apparels,SME,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
377,Jiwanram Sheoduttrai Industries Limited,INE0N5H01017,SME,IPO,Private,7422000,7422000,0.0,2023-09-08,2023-09-12,130.07,10.0,13.0,23.0,17.07,2023-09-18,0,0.0,0,2226000,4824000,372000,0.0,0.0,0.0,0.0,0,372000,7050000,kolkatta,Eastern,,Other Industrial Products,SME,kol,,,NSE,NSE,≥ 10crore - < 50crore
378,Cello World Limited,INE0LMW01024,Main Board,IPO,Private,29337023,0,29337023.0,2023-10-30,2023-11-01,42.13,5.0,643.0,648.0,1901.04,2023-11-06,8749999,5833333.0,14583332,4375000,10208334,0,0.0,170357.0,0.0,0.0,0,170357,29166666,dadra,Western,6(1),Houseware,Main Board,dad,Dadra and Nagar Haveli and Daman and Diu,Western,NSE/BSE,NSE,≥ 500crore
379,KK Shah Hospitals Limited,BSE,SME,IPO,Private,1950000,1950000,0.0,2023-10-27,2023-10-31,16.36,10.0,35.0,45.0,8.78,2023-11-06,0,0.0,0,924000,924000,102000,0.0,0.0,0.0,0.0,0,102000,1848000,madhya pradesh,Central,,Hospital,SME,mad,Madhya Pradesh,Central,BSE,BSE,≥ 5crore - < 10crore
380,Vrundavan Plantation Limited,BSE,SME,IPO,Private,1416000,1416000,0.0,2023-10-30,2023-11-01,17.8449,10.0,98.0,108.0,15.29,2023-11-06,0,0.0,0,421200,922800,72000,0.0,0.0,0.0,0.0,0,72000,1344000,gujarat,Western,,Diversified Commercial Services,SME,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
381,Blue Jet Healthcare Limited,INE0KBH01020,Main Board,IPO,Private,24285160,0,24285160.0,2023-10-25,2023-10-27,8.77,2.0,344.0,346.0,840.27,2023-11-01,7285548,4857032.0,12142580,3642774,8499806,0,0.0,0.0,0.0,0.0,0,0,24285160,maharashtra,Western,6(1),Pharmaceuticals,Main Board,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore
382,IRM ENERGY LIMITED,INE07U701015,Main Board,IPO,Private,10800000,10800000,0.0,2023-10-18,2023-10-20,28.42,10.0,495.0,505.0,544.36,2023-10-26,3175200,2182735.0,5357935,1607381,3750555,0,0.0,84129.0,0.0,0.0,0,84129,10715871,gujarat,Western,6(1),LPG/CNG/PNG/LNG Supplier,Main Board,guj,Gujarat,Western,NSE/BSE,NSE                 ,≥ 500crore
383,Plaza Wires Limited,INE0INJ01017,Main Board,IPO,Private,13200158,13200158,0.0,2023-09-29,2023-10-04,161.2618,10.0,44.0,54.0,71.28,2023-10-12,3704044,6196213.0,9900257,1979996,1319905,0,0.0,0.0,0.0,0.0,0,0,13200158,delhi,Northern,6(2),Cables - Electricals,Main Board,del,Delhi,Northern,NSE/BSE,NSE                 ,≥ 50 crore - < 100crore
384,Kalahridhaan Trendz Limited,INE02M801018,SME,IPO,Private,4998000,4998000,0.0,2024-02-15,2024-02-20,13.56,10.0,35.0,45.0,22.491,2024-02-23,0,0.0,0,1857000,2889000,252000,0.0,0.0,0.0,0.0,0,252000,4746000,gujurat,Western,,Other Textile Products,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
385,Vivaa Tradecom Limited,BSE,SME,IPO,Private,1566000,1566000,0.0,2023-09-27,2023-10-04,4.70,10.0,41.0,51.0,7.99,2023-10-12,0,0.0,0,304000,1180000,82000,0.0,0.0,0.0,0.0,0,82000,1484000,gujarat,Western,,Trading - Textile Products,SME,guj,Gujarat,Western,BSE,BSE,≥ 5crore - < 10crore
386,Karnika Industries Limited,INE0MGA01012,SME,IPO,Private,3299200,3299200,0.0,2023-09-29,2023-10-04,5.149,10.0,66.0,76.0,25.07,2023-10-12,0,0.0,0,1566400,1566400,166400,0.0,0.0,0.0,0.0,0,166400,3132800,west bengal,Eastern,,Garments & Apparels,SME,wes,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore
387,Kaushalya Logistics Limited,INE0Q2V01012,SME,IPO,Private,4880000,3380000,1500000.0,2023-12-29,2024-01-03,402.89,10.0,65.0,75.0,36.6,2024-01-08,1334400,982400.0,2316800,696000,1622400,244800,0.0,0.0,0.0,0.0,0,244800,4635200,delhi,Northern,,E-Retail/ E-Commerce,SME,del,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore
388,Kay Cee Energy & Infra Limited,INE0RCG01017,SME,IPO,Private,2950000,2950000,0.0,2023-12-28,2024-01-02,1068.17,10.0,44.0,54.0,15.93,2024-01-05,800000,556000.0,1356000,422000,982000,190000,0.0,0.0,0.0,0.0,0,190000,2760000,rajasthan,Northern,,Civil Construction,SME,raj,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore
389,KCD INDUSTRIES INDIA LIMITED,BSE,Main Board,Right,Private,27142857,27142857,0.0,2023-05-31,2023-06-23,1.0978,1.0,17.0,18.0,48.8571426,2023-07-19,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Trading & Distributors,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
390,Sunita Tools Limited,BSE,SME,IPO,Private,1520000,1320000,200000.0,2023-09-26,2023-09-29,12.4546,10.0,135.0,145.0,22.04,2023-10-11,0,0.0,0,301000,1141000,78000,0.0,0.0,0.0,0.0,0,78000,1442000,maharashtra,Western,,Industrial Products,SME,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
391,CITY CROPS AGRO LIMITED,BSE,SME,IPO,Private,6000000,6000000,0.0,2023-09-26,2023-09-29,6.91,10.0,15.0,25.0,15.0,2023-10-10,0,0.0,0,1686000,4014000,300000,0.0,0.0,0.0,0.0,0,300000,5700000,gujarat,Western,,Other Agricultural Products,SME,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
392,Kody Technolab Limited,INE0Q7P01013,SME,IPO,Private,1720000,1720000,0.0,2023-09-15,2023-09-20,45.03,10.0,150.0,160.0,27.52,2023-09-27,0,0.0,0,716800,916800,86400,0.0,0.0,0.0,0.0,0,86400,1633600,gujarat,Western,,Computers - Software & Consulting,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
393,Konstelec Engineers Limited,INE0QEI01011,SME,IPO,Private,4100000,4100000,0.0,2024-01-19,2024-01-24,370.83,10.0,60.0,70.0,28.7,2024-01-30,1166000,778000.0,1944000,586000,1364000,206000,0.0,0.0,0.0,0.0,0,206000,3894000,maharshtra,Western,,Civil Construction,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
394,Kontor Space Limited,INE0KZ301010,SME,IPO,Private,1680000,1680000,0.0,2023-09-27,2023-10-03,83.76,10.0,83.0,93.0,15.62,2023-10-10,0,0.0,0,487200,1106400,86400,0.0,0.0,0.0,0.0,0,86400,1593600,maharashtra,Western,,Diversified Commercial Services,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
395,Kore Digital Limited,INE0O4R01018,SME,IPO,Private,1000000,1000000,0.0,2023-06-02,2023-06-07,39.22,10.0,170.0,180.0,18.0,2023-06-14,0,0.0,0,473600,474400,52000,0.0,0.0,0.0,0.0,0,52000,948000,maharashtra,Western,,Telecom - Infrastructure,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
396,Krishca Strapping Solutions Limited,INE0NR701018,SME,IPO,Private,3320000,3320000,0.0,2023-05-16,2023-05-19,240.49,10.0,44.0,54.0,17.928,2023-05-26,904000,604000.0,1508000,454000,1058000,300000,0.0,0.0,0.0,0.0,0,300000,3020000,tamil nadu,Southern,,Iron & Steel Products,SME,tam,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore
397,Kundan Edifice Limited,INE0OWX01025,SME,IPO,Private,2772000,2772000,0.0,2023-09-12,2023-09-15,47.15,10.0,81.0,91.0,25.23,2023-09-26,0,0.0,0,1182000,1448400,141600,0.0,0.0,0.0,0.0,0,141600,2630400,maharshtra,Western,,Consumer Electronics,SME,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
398,La Tim Metal & Industries Limited,BSE,Main Board,Right,Private,44157150,44157150,0.0,2024-01-10,2024-01-29,20.459,1.0,7.5,8.5,37.5335775,2024-02-14,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Trading - Metals,Main Board,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
