,Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,State,Region,6(1) / (2),Industry,Segment,state_code,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket
169,Ajooni Biotech Limited,,Main Board,Right,Private,37585811,37585811,0.0,2022-12-07,2022-12-15,-,2.0,4.0,6.0,22.5514866,2023-01-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,punjab,Northern,, Food processing,,pun,Punjab,Northern,NSE,NSE,≥ 10crore - < 50crore
170,Rungta Irrigation Ltd.,,Main Board,Right,Private,11070125,11070125,0.0,2022-12-09,2022-12-15,-,10.0,1.0,11.0,12.1771375,2023-01-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,,Electronic Equipments/ Products,,del,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore
171,Radiant Cash Management Services Limited,,Main Board,IPO,Private,26676977,5454546,21222431.0,2022-12-23,2022-12-27,1.8,1.0,93.0,94.0,256.64,2023-01-04,11755681,7884150.0,19639831,3930150,2768700,0,0.0,0.0,0.0,338296.0,0,338296,26338681,tamil nadu,Southern,6(1),Misc,,tam,Tamil Nadu,Southern,BSE/NSE,NSE,≥ 100 crore - < 500crore
172,RBM Infracon Limited,,SME,IPO,Private,2325000,2325000,0.0,2022-12-23,2022-12-27,37.8,10.0,26.0,36.0,8.37,2023-01-04,0,0.0,0,1104000,1104000,117000,,,,,,117000,2208000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 5crore - < 10crore
173,SMC Credits ltd.,,Main Board,Right,Private,15033300,15033300,0.0,2022-12-12,2022-12-19,-,10.0,0.0,10.0,15.0333,2023-01-04,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,,Banks/Fis,,del,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore
174,Roni Households Limited,,Main Board,Right,Private,867000,867000,0.0,2022-12-09,2022-12-23,-,10.0,60.0,70.0,6.069,2023-01-09,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE(SME),BSE,≥ 5crore - < 10crore
175,Samor Reality Limited,,Main Board,Right,Private,6450000,6450000,0.0,2022-12-12,2022-12-30,-,10.0,15.0,25.0,16.125,2023-01-09,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Cement/ Constructions,,guj,Gujarat,Western,BSE(SME),BSE,≥ 10crore - < 50crore
176,Anlon Technology Solutions Limited,,SME,IPO,Private,1500000,1500000,0.0,2022-12-29,2023-01-02,390.79,10.0,90.0,100.0,15.0,2023-01-10,0,284400.0,284400,213600,499200,76800,,,,,,76800,997200,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
177,Adcon Capital Services Limited,,Main Board,Right,Private,295925000,295925000,0.0,2022-12-09,2022-12-16,-,1.0,0.0,1.0,29.5925,2023-01-11,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,kolkata,Eastern,,Banks/Fis,,kol,,,BSE,BSE,≥ 10crore - < 50crore
178,Sah Polymers Limited,,Main Board,IPO,Private,10200000,10200000,0.0,2022-12-30,2023-01-04,17.18,10.0,55.0,65.0,66.3,2023-01-12,4590000,3060000.0,7650000,1530000,1020000,0,0.0,0.0,0.0,0.0,0,0,10200000,rajasthan,Northern,6(2),Misc,,raj,Rajasthan,Western,BSE/NSE,NSE,≥ 50 crore - < 100crore
179,Rex Sealing and Packing Industries Limited,,SME,IPO,Private,599000,300000,299000.0,2022-12-30,2023-01-04,6.09,10.0,125.0,135.0,8.09,2023-01-12,0,0.0,0,210000,356000,33000,0.0,0.0,0.0,0.0,0,33000,566000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
180,SVS VENTURES LIMITED,,SME,IPO,Private,5622000,5622000,0.0,2022-12-30,2023-01-04,3.79,10.0,10.0,20.0,11.24,2023-01-12,0,0.0,0,972000,4368000,282000,0.0,0.0,0.0,0.0,0,282000,5340000,gujarat,Western,,Cement/ Constructions,,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
181,Chaman Metallics Limited,,SME,IPO,Private,6372000,6372000,0.0,2023-01-04,2023-01-06,193.87,10.0,28.0,38.0,24.2136,2023-01-16,0,0.0,0,3024000,3024000,324000,0.0,0.0,0.0,0.0,0,324000,6048000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
182,Eastern Logica Infoway Limited,,SME,IPO,Private,753000,664200,88800.0,2023-01-05,2023-01-09,2.51,10.0,215.0,225.0,16.94,2023-01-17,0,0.0,0,357000,357000,39000,0.0,0.0,0.0,0.0,0,39000,714000,west bengal,Western,,Electronic Equipments/ Products,,wes,West Bengal,Eastern,BSE,BSE,≥ 10crore - < 50crore
183,Ducol Organics and Colours Limited,,SME,IPO,Private,4040000,4040000,0.0,2023-01-09,2023-01-11,39.786,10.0,68.0,78.0,31.512,2023-01-19,0,0.0,0,1819200,1819200,401600,0.0,0.0,0.0,0.0,0,401600,3638400,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
184,RSWM Limited,,Main Board,Right,Private,23550842,23550842,0.0,2022-12-23,2023-06-01,-,10.0,90.0,100.0,235.50842,2023-01-19,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,rajasthan,Western,, Textile ,,raj,Rajasthan,Western,BSE/NSE,BSE,≥ 100 crore - < 500crore
185,Hatsun Agro Products Ltd.,,Main Board,Right,Private,7184945,7184945,0.0,2022-12-19,2023-09-01,-,1.0,418.0,419.0,301.0491955,2023-01-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,,Food processing,,tam,Tamil Nadu,Southern,BSE/NSE,BSE,≥ 100 crore - < 500crore
186,"Thambbi Modern Spinning Mills Ltd.,",,Main Board,Right,Private,5762770,5762770,0.0,2022-12-29,2023-12-01,-,10.0,0.0,10.0,5.76277,2023-01-27,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,, Textile ,,tam,Tamil Nadu,Southern,BSE,BSE,≥ 5crore - < 10crore
187,Aristo Bio-Tech and Lifescience Limited,,SME,IPO,Private,1812800,1812800,0.0,2023-01-16,2023-01-19,203.82,10.0,62.0,72.0,13.0522,2023-01-30,0,0.0,0,860800,860800,91200,0.0,0.0,0.0,0.0,0,91200,1721600,gujarat,Western,,Chemical,,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
188,DHARNI CAPITAL SERVICES LIMITED,,SME,IPO,Private,5370000,5370000,0.0,2023-01-18,2023-01-20,8.5,1.0,19.0,20.0,10.74,2023-01-31,0,0.0,0,2454000,2646000,270000,0.0,0.0,0.0,0.0,0,270000,5100000,karnataka,Southern,,Finance,,kar,Karnataka,Southern,BSE,BSE,≥ 10crore - < 50crore
189,QUINT DIGITAL MEDIA LIMITED,,Main Board,Right,Private,25000000,25000000,0.0,2023-01-09,2023-01-24,-,10.0,40.0,50.0,125.0,2023-02-03,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,, Electronic Equipments/ Products,,del,Delhi,Northern,BSE,BSE,≥ 100 crore - < 500crore
190,Vaxfab Enterprises Limited,,Main Board,Right,Private,7200000,7200000,0.0,2023-01-18,2023-02-01,-,10.0,8.0,18.0,12.96,2023-02-21,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
191,GYSCOAL ALLOYS LIMITED,,Main Board,Right,Private,174103116,174103116,0.0,2023-02-02,2023-02-12,-,1.0,1.75,2.75,47.87,2023-02-13,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE/NSE,BSE,≥ 10crore - < 50crore
192,Jet Freight Logistics Limited,,Main Board,Right,Private,23201892,23201892,0.0,2023-01-20,2023-01-31,-,5.0,11.25,16.25,37.7,2023-02-14,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE/NSE,NSE,≥ 10crore - < 50crore
193,Rajapalayam Mills Limited,,Main Board,Right,Private,614680,614680,0.0,2023-01-18,2023-02-07,-,10.0,559.0,569.0,34.97,2023-02-21,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,,Textile,,tam,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore
194,Pacific Industries ltd.,,Main Board,Right,Private,3446325,3446325,0.0,2023-01-19,2023-02-02,-,10.0,129.0,139.0,47.9,2023-02-24,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,karnataka,Southern,,Misc,,kar,Karnataka,Southern,BSE,BSE,≥ 10crore - < 50crore
195,Heritage Foods Limited,,Main Board,Right,Private,46398000,46398000,0.0,2023-01-30,2023-02-13,-,5.0,0.0,5.0,23.199,2023-02-27,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,telangana,Southern,,Misc,,tel,Telangana,Southern,BSE/NSE,BSE,≥ 10crore - < 50crore
196,Anjani Portland Cement Ltd.,,Main Board,Right,Private,4089068,4089068,0.0,2022-12-30,2023-01-19,-,10.0,187.0,197.0,80.55,2023-02-01,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,telangana,Southern,,Cement/ Constructions,,tel,Telangana,Southern,BSE/NSE,BSE,≥ 50 crore - < 100crore
197,TRANSVOY LOGISTICS INDIA LIMITED,,SME,IPO,Private,720000,720000,0.0,2023-01-20,2023-01-24,172.77,10.0,61.0,71.0,5.11,2023-02-02,0,0.0,0,340800,340800,38400,0.0,0.0,0.0,0.0,0,38400,681600,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE,BSE,≥ 5crore - < 10crore
198,Earthstahl & Alloys Limited,,SME,IPO,Private,3240000,3240000,0.0,2023-01-27,2023-01-31,236.22,10.0,30.0,40.0,12.96,2023-02-08,0,918000.0,918000,1077000,1077000,168000,0.0,0.0,0.0,0.0,0,168000,3072000,chhattisgarh,Central,,Misc,,chh,Chhattisgarh,Central,BSE,BSE,≥ 10crore - < 50crore
199,INDONG TEA COMPANY LIMITED,,SME,IPO,Private,5004000,5004000,0.0,2023-02-09,2023-02-13,6.97,10.0,16.0,26.0,13.01,2023-02-21,0,0.0,0,1008000,3744000,252000,0.0,0.0,0.0,0.0,0,252000,4752000,west bengal,Eastern,,Misc,,wes,West Bengal,Eastern,BSE,BSE,≥ 10crore - < 50crore
200,Agarwal Float Glass India Limited,,SME,IPO,Private,2190000,2190000,0.0,2023-02-10,2023-02-15,4.6151,10.0,32.0,42.0,9.198,2023-02-23,0,0.0,0,561000,1515000,114000,0.0,0.0,0.0,0.0,0,114000,2076000,rajasthan,Northern,,Misc,,raj,Rajasthan,Western,NSE,NSE,≥ 5crore - < 10crore
201,Lead Reclaim And Rubber Products Limited,,SME,IPO,Private,1950000,1950000,0.0,2023-02-09,2023-02-13,71.28,10.0,15.0,25.0,4.87,2023-02-21,0,0.0,0,924000,924000,102000,0.0,0.0,0.0,0.0,0,102000,1848000,gujarat,Western,,Misc,,guj,Gujarat,Western,NSE,NSE,< 5 crore
202,Shera Energy Limited,,SME,IPO,Private,6176000,1048000,5128000.0,2023-02-06,2023-02-07,43.46,10.0,47.0,57.0,35.2,2023-02-17,1500000,1008000.0,2508000,822000,1852000,400000,0.0,594000.0,0.0,0.0,0,994000,5182000,rajasthan,Northern,,Misc,,raj,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore
203,Gayatri Rubbers And Chemicals Limited,,SME,IPO,Private,1528000,1528000,0.0,2023-01-25,2023-01-30,35.66,10.0,20.0,30.0,4.584,2023-02-07,0,0.0,0,640000,808000,80000,0.0,0.0,0.0,0.0,0,80000,1448000,haryana,Northern,,Misc,,har,Haryana,Northern,NSE,NSE,< 5 crore
204,Akg Exim Limited,,Main Board,Right,Private,21184384,21184384,0.0,2022-12-29,2023-01-25,-,10.0,2.0,12.0,25.42,2023-02-09,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,delhi,Northern,,Misc,,del,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore
205,Aarti Surfactants Limited,,Main Board,Right,Private,892291,892291,0.0,2023-01-25,2023-02-03,-,10.0,545.0,555.0,49.52,2023-02-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Misc,,guj,Gujarat,Western,NSE/BSE,BSE,≥ 10crore - < 50crore
206,Viaz Tyres Limited,,SME,IPO,Private,3226000,3226000,0.0,2023-02-16,2023-02-21,5.49,10.0,52.0,62.0,20.0012,2023-03-01,0,0.0,0,1396000,1668000,162000,0.0,0.0,0.0,0.0,0,162000,3064000,gujarat,Western,,Misc,,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
207,Srivasavi Adhesive Tapes Limited,,SME,IPO,Private,3780000,3780000,0.0,2023-02-23,2023-02-28,7.05,10.0,31.0,41.0,15.498,2023-03-09,0,0.0,0,1575000,2013000,192000,0.0,0.0,0.0,0.0,0,192000,3588000,karnataka,Southern,,Misc,,kar,Karnataka,Southern,NSE,NSE,≥ 10crore - < 50crore
208,Divgi TorqTransfer Systems Limited,,Main Board,IPO,Private,6985090,3050847,3934243.0,2023-03-01,2023-03-03,5.4,5.0,585.0,590.0,412.12,2023-03-14,3143290,2095528.0,5238818,1047763,698509,0,0.0,0.0,0.0,0.0,0,0,6985090,maharashtra,Western,6(2),Misc,,mah,Maharashtra,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore
209,Systango Technologies Limited,,SME,IPO,Private,3868800,3868800,0.0,2023-03-02,2023-03-06,85.54,10.0,80.0,90.0,34.8192,2023-03-15,1099200,734400.0,1833600,552000,1286400,196800,0.0,0.0,0.0,0.0,0,196800,3672000,madhya pradesh,Central,,Misc,,mad,Madhya Pradesh,Central,NSE,NSE,≥ 10crore - < 50crore
210,Vertexplus Technologies Limited,,SME,IPO,Private,1479600,1479600,0.0,2023-03-02,2023-03-06,10.42,10.0,86.0,96.0,14.2042,2023-03-15,415200,286800.0,702000,211200,492000,74400,0.0,0.0,0.0,0.0,0,74400,1405200,rajasthan,Northern,,Misc,,raj,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore
211,MCON Rasayan India Limited,,SME,IPO,Private,1710000,1710000,0.0,2023-03-06,2023-03-10,360.07,10.0,30.0,40.0,6.84,2023-03-20,0,0.0,0,666000,954000,90000,0.0,0.0,0.0,0.0,0,90000,1620000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 5crore - < 10crore
212,Vels Film International Limited,,SME,IPO,Private,3408000,3408000,0.0,2023-03-10,2023-03-14,1.03,10.0,89.0,99.0,33.7392,2023-03-22,0,0.0,0,1688400,1546800,172800,0.0,0.0,0.0,0.0,0,172800,3235200,tamil nadu,Southern,,Entertainment,,tam,Tamil Nadu,Southern,NSE,NSE,≥ 10crore - < 50crore
213,Quality Foils (India) Limited,,SME,IPO,Private,754000,754000,0.0,2023-03-14,2023-03-16,341.46,10.0,50.0,60.0,4.524,2023-03-24,0,0.0,0,358000,358000,38000,0.0,0.0,0.0,0.0,0,38000,716000,haryana,Northern,,Misc,,har,Haryana,Northern,NSE,NSE,< 5 crore
214,Nirman Agri Genetics Limited,,SME,IPO,Private,2050800,2050800,0.0,2023-03-15,2023-03-20,1.33,10.0,89.0,99.0,20.3029,2023-03-28,0,0.0,0,499200,1447200,104400,0.0,0.0,0.0,0.0,0,104400,1946400,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
215,Global Surfaces Limited,,Main Board,IPO,Private,11070000,8520000,2550000.0,2023-03-13,2023-03-15,12.081,10.0,130.0,140.0,154.98,2023-03-23,3321000,2214000.0,5535000,1660500,3874500,0,0.0,0.0,0.0,0.0,0,0,11070000,rajasthan,Northern,6(1),Misc,,raj,Rajasthan,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore
216,Mittal Life Style Limited,,Main Board,Right,Private,14934448,14934448,0.0,2023-03-22,2023-03-03,-,10.0,0.0,10.0,14.9344,2023-03-21,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore
217,Capri Global Capital Limited,,Main Board,Right,Private,30315789,30315789,0.0,2023-02-27,2023-03-10,-,2.0,473.0,475.0,1440.0,2023-03-21,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore
218,Patel Engineering Limited,,Main Board,Right,Private,257872409,257872409,0.0,2023-02-14,2023-02-27,-,1.0,11.6,12.6,324.919,2023-03-10,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore
219,Destiny Logistics & Infra Limited ,,Main Board,Right,Private,7694000,7694000,0.0,2023-02-08,2023-02-17,-,10.0,0.0,10.0,7.69,2023-03-02,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,west bengal,Eastern,,Misc,,wes,West Bengal,Eastern,NSE (SME),NSE,≥ 5crore - < 10crore
220,KHFM Hospitality and Facility Management Services Limited,,Main Board,Right,Private,10022299,10022299,0.0,2023-02-27,2023-03-10,-,10.0,14.0,24.0,24.05,2023-03-29,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Misc,,mah,Maharashtra,Western,NSE (SME),NSE,≥ 10crore - < 50crore
221,Sprayking Agro Equipment Limited,,Main Board,Right,Private,3168000,3168000,0.0,2023-02-13,2023-02-20,,10.0,34.0,44.0,13.96,2023-03-02,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE(SME),BSE,≥ 10crore - < 50crore
222,Shree Ganesh Remedies Ltd,,Main Board,Right,Private,840471,840471,0.0,2023-02-13,2023-02-21,,10.0,215.0,225.0,18.91,2023-03-08,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,gujarat,Western,,Healthcare,,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
223,Family Care Hospitals Ltd,,Main Board,Right,Private,40767000,40767000,0.0,2023-01-23,2023-02-07,,10.0,2.0,12.0,48.92,2023-03-08,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Healthcare,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
224,Shukra Pharmaceuticals Ltd,,Main Board,Right,Private,9394050,9394050,0.0,2023-02-15,2023-02-28,,10.0,10.0,20.0,18.78,2023-03-21,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Healthcare,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
225,HAZOOR MULTI PROJECTS LTD,,Main Board,Right,Private,5075000,5075000,0.0,2023-02-03,2023-02-20,,10.0,78.0,88.0,44.66,2023-03-20,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Cement/ Constructions,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
226,Parvati Sweetners and Power Ltd,,Main Board,Right,Private,58963835,58963835,0.0,2023-02-21,2023-03-08,,5.0,0.0,5.0,29.48,2023-03-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,"madhya pradesh,",Central,,Misc,,mad,Madhya Pradesh,Central,BSE,BSE,≥ 10crore - < 50crore
227,Edvenswa Enterprises Ltd,,Main Board,Right,Private,9080000,9080000,0.0,2023-02-16,2023-03-08,,10.0,15.0,25.0,22.7,2023-03-28,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,tamil nadu,Southern,,Electronic Equipments/ Products,,tam,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore
228,AMAL LTD.,,Main Board,Right,Private,2937662,2937662,0.0,2023-03-06,2023-03-14,,10.0,160.0,170.0,49.94,2023-03-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Chemicals,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
229,Veer Global Infraconstruction Ltd,,Main Board,Right,Private,812000,812000,0.0,2023-02-24,2023-03-10,,10.0,120.0,130.0,10.55,2023-03-23,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,maharashtra,Western,,Cement/ Constructions,,mah,Maharashtra,Western,BSE(SME),BSE,≥ 10crore - < 50crore
230,Macfos Limited,,SME,IPO,Private,2328000,0,2328000.0,2023-02-17,2023-02-21,304.32,10.0,92.0,102.0,23.75,2023-03-01,660000,444000.0,1104000,332400,775200,116400,0.0,0.0,0.0,0.0,0,116400,2211600,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
231,Sealmatic India Limited,,SME,IPO,Private,2499600,1850000,649600.0,2023-02-17,2023-02-21,18.7249,10.0,215.0,225.0,56.24,2023-03-01,569400,379800.0,949200,427200,997200,126000,0.0,0.0,0.0,0.0,0,126000,2373600,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 50 crore - < 100crore
232,Patron Exim Limited,,SME,IPO,Private,6180000,6180000,0.0,2023-02-21,2023-02-24,0.98,10.0,17.0,27.0,16.68,2023-03-06,0,0.0,0,2524000,3204000,316000,0.0,0.0,0.0,136000.0,0,452000,5728000,gujarat,Western,,Chemicals,,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
233,AMANAYA VENTURES LIMITED,,SME,IPO,Private,1200000,1200000,0.0,2023-02-24,2023-02-28,1.66,10.0,13.0,23.0,2.76,2023-03-09,0,,0,228000,912000,60000,0.0,0.0,0.0,0.0,0,60000,1140000,punjab,Northern,,Misc,,pun,Punjab,Northern,BSE,BSE,< 5 crore
234,S.V.J.ENTERPRISES LIMITED,,SME,IPO,Private,1701000,1701000,0.0,2023-02-23,2023-02-28,0.98,10.0,26.0,36.0,6.12,2023-03-09,0,0.0,0,915000,672000,87000,0.0,0.0,0.0,27000.0,0,114000,1587000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore
235,ITCONS E-Solutions Limited,,SME,IPO,Private,1700000,1700000,0.0,2023-02-28,2023-03-02,15.69,10.0,41.0,51.0,8.67,2023-03-13,0,0.0,0,770000,844000,86000,0.0,0.0,0.0,0.0,0,86000,1614000,delhi,Northern,,Misc,,del,Delhi,Northern,BSE,BSE,≥ 5crore - < 10crore
236,RESGEN LIMITED,,SME,IPO,Private,6000000,6000000,0.0,2023-02-28,2023-03-02,2.32,10.0,37.0,47.0,28.2,2023-03-13,0,2820000.0,2820000,882000,1998000,300000,0.0,0.0,0.0,0.0,0,300000,5700000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore
237,Prospect Commodities Limited,,SME,IPO,Private,1226000,1226000,0.0,2023-03-08,2023-03-10,5.01,10.0,51.0,61.0,7.48,2023-03-20,0,0.0,0,582000,582000,62000,0.0,0.0,0.0,0.0,0,62000,1164000,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE,BSE,≥ 5crore - < 10crore
238,SUDARSHAN PHARMA INDUSTRIES LIMITED,,SME,IPO,Private,6862400,6862400,0.0,2023-02-09,2023-02-14,1.6619,10.0,63.0,73.0,50.1,2023-03-22,521600,780800.0,1302400,521600,4272000,344000,0.0,0.0,0.0,422400.0,0,766400,6096000,maharashtra,Western,,Chemicals,,mah,Maharashtra,Western,BSE,BSE,≥ 50 crore - < 100crore
239,LABELKRAFT TECHNOLOGIES LIMITED,,SME,IPO,Private,864000,864000,0.0,2023-03-13,2023-03-15,50.08,10.0,45.0,55.0,4.75,2023-03-23,0,0.0,0,362000,458000,44000,0.0,0.0,0.0,0.0,0,44000,820000,karnataka,Southern,,Misc,,kar,Karnataka,Southern,BSE,BSE,< 5 crore
240,Bright Outdoor Media Limited,,SME,IPO,Private,3800000,3800000,0.0,2023-03-14,2023-03-17,1.72,10.0,136.0,146.0,55.48,2023-03-24,0,0.0,0,1803000,1803000,194000,0.0,0.0,0.0,0.0,0,194000,3606000,maharashtra,Western,,Misc,,mah,Maharashtra,Western,BSE,BSE,≥ 50 crore - < 100crore
241,Command Polymers Limited,,SME,IPO,Private,2532000,2532000,0.0,2023-03-17,2023-03-21,4.63,10.0,18.0,28.0,7.09,2023-03-29,0,0.0,0,1264000,1136000,132000,0.0,0.0,0.0,0.0,0,132000,2400000,west bengal,Eastern,,Plastic,,wes,West Bengal,Eastern,BSE,BSE,≥ 5crore - < 10crore
242,Dev Labtech Venture Limited,,SME,IPO,Private,2200000,2200000,0.0,2023-03-17,2023-03-21,7.34,10.0,41.0,51.0,11.22,2023-03-29,0,0.0,0,500000,1588000,112000,0.0,0.0,0.0,0.0,0,112000,2088000,gujarat,Western,,Misc,,guj,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore
243,GPT Healthcare Limited,INE486R01017,Main Board,IPO,Private,28233323,2150537,26082786.0,2024-02-22,2024-02-26,9.48,10.0,176.0,186.0,525.14,2024-02-29,8469996,5646664.0,14116660,4234999,9881664,0,0.0,0.0,0.0,0.0,0,0,28233323,west bengal,Eastern,6(1),Hospital,Main Board,wes,West Bengal,Eastern,NSE / BSE,BSE,≥ 500crore
244,Globe International Carriers Limited,INE947T01014,Main Board,Right,Private,4823640,4823640,0.0,2023-10-09,2023-10-12,127.5,10.0,39.5,49.5,23.87,2023-10-04,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,rajasthan,Northern,,Logistics Solution Provider,SME,raj,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore
245,Quicktouch Technologies Limited,INE0K4D01020,SME,IPO,Private,1530000,1530000,0.0,2023-04-18,2023-04-21,106.66,10.0,51.0,61.0,9.333,2023-05-02,0,0.0,0,726000,726000,78000,0.0,0.0,0.0,0.0,0,78000,1452000,delhi,Northern,,Computers - Software & Consulting,SME,del,Delhi,Northern,NSE,NSE,≥ 5crore - < 10crore
246,A G Universal Limited,INE0O6N01012,SME,IPO,Private,1454000,1454000,0.0,2023-04-11,2023-04-13,3.36,10.0,50.0,60.0,8.724,2023-04-24,0,0.0,0,690000,690000,74000,0.0,0.0,0.0,0.0,0,74000,1380000,delhi,Northern,,Iron & Steel Products,SME,del,Delhi,Northern,NSE,NSE,≥ 5crore - < 10crore
247,Aatmaj Healthcare Limited,INE0OB201016,SME,IPO,Private,6400000,6400000,0.0,2023-06-19,2023-06-21,31.71,5.0,55.0,60.0,38.4,2023-06-30,0,0.0,0,3038000,3040000,322000,0.0,0.0,0.0,0.0,0,322000,6078000,gujarat,Western,,Hospital,SME,guj,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore
